event,type,home_team,away_team,home_score,away_score,home_seed,away_seed
D-I-College-Championships-2019/schedule/Men/CollegeMen/,pool,Pittsburgh (3),Victoria (19),9,14,3,19
D-I-College-Championships-2019/schedule/Men/CollegeMen/,pool,Tufts (15),Victoria (19),10,13,15,19
D-I-College-Championships-2019/schedule/Men/CollegeMen/,pool,Pittsburgh (3),Wisconsin (10),15,13,3,10
D-I-College-Championships-2019/schedule/Men/CollegeMen/,pool,Oregon (6),Victoria (19),15,10,6,19
D-I-College-Championships-2019/schedule/Men/CollegeMen/,pool,Pittsburgh (3),Tufts (15),12,5,3,15
D-I-College-Championships-2019/schedule/Men/CollegeMen/,pool,Oregon (6),Wisconsin (10),12,9,6,10
D-I-College-Championships-2019/schedule/Men/CollegeMen/,pool,Colorado (5),Northeastern (16),15,11,5,16
D-I-College-Championships-2019/schedule/Men/CollegeMen/,pool,Washington (9),Rutgers (20),15,10,9,20
D-I-College-Championships-2019/schedule/Men/CollegeMen/,pool,Cal Poly-SLO (4),Rutgers (20),15,4,4,20
D-I-College-Championships-2019/schedule/Men/CollegeMen/,pool,Washington (9),Northeastern (16),14,11,9,16
D-I-College-Championships-2019/schedule/Men/CollegeMen/,pool,Cal Poly-SLO (4),Colorado (5),13,10,4,5
D-I-College-Championships-2019/schedule/Men/CollegeMen/,pool,Cal Poly-SLO (4),Washington (9),15,10,4,9
D-I-College-Championships-2019/schedule/Men/CollegeMen/,pool,Northeastern (16),Rutgers (20),15,7,16,20
D-I-College-Championships-2019/schedule/Men/CollegeMen/,pool,Colorado (5),Rutgers (20),14,8,5,20
D-I-College-Championships-2019/schedule/Men/CollegeMen/,pool,Cal Poly-SLO (4),Northeastern (16),8,14,4,16
D-I-College-Championships-2019/schedule/Men/CollegeMen/,pool,Colorado (5),Washington (9),14,13,5,9
USA-Ultimate-D-I-College-Championships/schedule/Men/CollegeMen/,bracket,Colorado (1),North Carolina (6),15,10,1,6
USA-Ultimate-D-I-College-Championships/schedule/Men/CollegeMen/,bracket,Colorado (1),Oregon (4),15,8,1,4
USA-Ultimate-D-I-College-Championships/schedule/Men/CollegeMen/,bracket,North Carolina (6),North Carolina-Wilmington (5),15,10,6,5
USA-Ultimate-D-I-College-Championships/schedule/Men/CollegeMen/,bracket,Michigan (11),Colorado (1),10,13,11,1
USA-Ultimate-D-I-College-Championships/schedule/Men/CollegeMen/,bracket,Texas (3),Oregon (4),10,15,3,4
USA-Ultimate-D-I-College-Championships/schedule/Men/CollegeMen/,bracket,Wisconsin (12),North Carolina (6),9,15,12,6
USA-Ultimate-D-I-College-Championships/schedule/Men/CollegeMen/,bracket,North Carolina-Wilmington (5),Pittsburgh (2),14,13,5,2
USA-Ultimate-D-I-College-Championships/schedule/Men/CollegeMen/,bracket,Michigan (11),Tufts (15),15,12,11,15
USA-Ultimate-D-I-College-Championships/schedule/Men/CollegeMen/,bracket,Texas (3),Central Florida (14),15,14,3,14
USA-Ultimate-D-I-College-Championships/schedule/Men/CollegeMen/,bracket,Carleton College (16),Wisconsin (12),7,15,16,12
USA-Ultimate-D-I-College-Championships/schedule/Men/CollegeMen/,bracket,Harvard (8),North Carolina-Wilmington (5),13,14,8,5
USA-Ultimate-D-I-College-Championships/schedule/Men/CollegeMen/,bracket,California-San Diego (13),Rutgers (20),15,8,13,20
USA-Ultimate-D-I-College-Championships/schedule/Men/CollegeMen/,bracket,Dartmouth (18),Florida State (10),12,15,18,10
USA-Ultimate-D-I-College-Championships/schedule/Men/CollegeMen/,bracket,Florida (9),Eastern Michigan (17),15,7,9,17
USA-Ultimate-D-I-College-Championships/schedule/Men/CollegeMen/,bracket,Massachusetts (19),Texas A&M (7),15,5,19,7
USA-Ultimate-D-I-College-Championships-2015/schedule/Men/CollegeMen/,bracket,Oregon (15),North Carolina (3),6,15,15,3
USA-Ultimate-D-I-College-Championships-2015/schedule/Men/CollegeMen/,bracket,Oregon (15),Florida State (6),15,12,15,6
USA-Ultimate-D-I-College-Championships-2015/schedule/Men/CollegeMen/,bracket,North Carolina (3),Central Florida (7),15,10,3,7
USA-Ultimate-D-I-College-Championships-2015/schedule/Men/CollegeMen/,bracket,Oregon (15),Texas (13),15,9,15,13
USA-Ultimate-D-I-College-Championships-2015/schedule/Men/CollegeMen/,bracket,Florida State (6),Massachusetts (9),12,10,6,9
USA-Ultimate-D-I-College-Championships-2015/schedule/Men/CollegeMen/,bracket,Colorado (5),North Carolina (3),9,15,5,3
USA-Ultimate-D-I-College-Championships-2015/schedule/Men/CollegeMen/,bracket,Pittsburgh (1),Central Florida (7),9,15,1,7
USA-Ultimate-D-I-College-Championships-2015/schedule/Men/CollegeMen/,bracket,Minnesota (11),Oregon (15),11,14,11,15
USA-Ultimate-D-I-College-Championships-2015/schedule/Men/CollegeMen/,bracket,Florida State (6),Texas A&M (2),15,12,6,2
USA-Ultimate-D-I-College-Championships-2015/schedule/Men/CollegeMen/,bracket,Colorado (5),Georgia (8),14,9,5,8
USA-Ultimate-D-I-College-Championships-2015/schedule/Men/CollegeMen/,bracket,Pittsburgh (1),North Carolina-Wilmington (4),14,11,1,4
USA-Ultimate-D-I-College-Championships-2015/schedule/Men/CollegeMen/,bracket,Wisconsin (12),Cornell (20),15,12,12,20
USA-Ultimate-D-I-College-Championships-2015/schedule/Men/CollegeMen/,bracket,Cincinnati (18),Illinois (19),12,15,18,19
USA-Ultimate-D-I-College-Championships-2015/schedule/Men/CollegeMen/,bracket,California-Santa Barbara (16),Auburn (17),11,14,16,17
USA-Ultimate-D-I-College-Championships-2015/schedule/Men/CollegeMen/,bracket,Maryland (10),Western Washington (14),10,15,10,14
USA-Ultimate-D-I-College-Championships-2016/schedule/Men/CollegeMen/,bracket,Harvard (10),Minnesota (4),12,15,10,4
USA-Ultimate-D-I-College-Championships-2016/schedule/Men/CollegeMen/,bracket,Harvard (10),North Carolina (7),13,11,10,7
USA-Ultimate-D-I-College-Championships-2016/schedule/Men/CollegeMen/,bracket,Pittsburgh (5),Minnesota (4),13,14,5,4
USA-Ultimate-D-I-College-Championships-2016/schedule/Men/CollegeMen/,bracket,Harvard (10),Georgia (8),14,13,10,8
USA-Ultimate-D-I-College-Championships-2016/schedule/Men/CollegeMen/,bracket,North Carolina (7),Auburn (16),15,13,7,16
USA-Ultimate-D-I-College-Championships-2016/schedule/Men/CollegeMen/,bracket,Pittsburgh (5),Wisconsin (6),14,12,5,6
USA-Ultimate-D-I-College-Championships-2016/schedule/Men/CollegeMen/,bracket,Minnesota (4),Colorado (11),15,11,4,11
USA-Ultimate-D-I-College-Championships-2016/schedule/Men/CollegeMen/,bracket,Oregon (2),Harvard (10),13,15,2,10
USA-Ultimate-D-I-College-Championships-2016/schedule/Men/CollegeMen/,bracket,Michigan (15),North Carolina (7),12,15,15,7
USA-Ultimate-D-I-College-Championships-2016/schedule/Men/CollegeMen/,bracket,Pittsburgh (5),Texas A&M (12),15,9,5,12
USA-Ultimate-D-I-College-Championships-2016/schedule/Men/CollegeMen/,bracket,Massachusetts (1),Minnesota (4),10,14,1,4
USA-Ultimate-D-I-College-Championships-2016/schedule/Men/CollegeMen/,bracket,Washington (13),Utah (20),9,15,13,20
USA-Ultimate-D-I-College-Championships-2016/schedule/Men/CollegeMen/,bracket,Case Western Reserve (18),Connecticut (19),14,16,18,19
USA-Ultimate-D-I-College-Championships-2016/schedule/Men/CollegeMen/,bracket,Carleton College (9),Cal Poly-SLO (17),15,8,9,17
USA-Ultimate-D-I-College-Championships-2016/schedule/Men/CollegeMen/,bracket,North Carolina-Wilmington (3),Florida State (14),13,6,3,14
2017-USA-Ultimate-College-Championships/schedule/Men/CollegeMen/,bracket,Carleton College (6),North Carolina-Wilmington (11),15,11,6,11
2017-USA-Ultimate-College-Championships/schedule/Men/CollegeMen/,bracket,Massachusetts (1),Carleton College (6),14,15,1,6
2017-USA-Ultimate-College-Championships/schedule/Men/CollegeMen/,bracket,North Carolina (3),North Carolina-Wilmington (11),13,14,3,11
2017-USA-Ultimate-College-Championships/schedule/Men/CollegeMen/,bracket,Pittsburgh (2),Massachusetts (1),11,13,2,1
2017-USA-Ultimate-College-Championships/schedule/Men/CollegeMen/,bracket,Carleton College (6),Minnesota (4),12,10,6,4
2017-USA-Ultimate-College-Championships/schedule/Men/CollegeMen/,bracket,Wisconsin (9),North Carolina (3),14,15,9,3
2017-USA-Ultimate-College-Championships/schedule/Men/CollegeMen/,bracket,Washington (8),North Carolina-Wilmington (11),10,15,8,11
2017-USA-Ultimate-College-Championships/schedule/Men/CollegeMen/,bracket,Pittsburgh (2),Auburn (15),15,8,2,15
2017-USA-Ultimate-College-Championships/schedule/Men/CollegeMen/,bracket,Carleton College (6),Michigan (7),15,10,6,7
2017-USA-Ultimate-College-Championships/schedule/Men/CollegeMen/,bracket,Wisconsin (9),Cal Poly-SLO (17),15,10,9,17
2017-USA-Ultimate-College-Championships/schedule/Men/CollegeMen/,bracket,Washington (8),Oregon (5),15,12,8,5
2017-USA-Ultimate-College-Championships/schedule/Men/CollegeMen/,bracket,Stanford (12),Virginia Tech (20),15,13,12,20
2017-USA-Ultimate-College-Championships/schedule/Men/CollegeMen/,bracket,Connecticut (18),Colorado (10),15,12,18,10
2017-USA-Ultimate-College-Championships/schedule/Men/CollegeMen/,bracket,British Columbia (16),Colorado State (13),15,8,16,13
2017-USA-Ultimate-College-Championships/schedule/Men/CollegeMen/,bracket,Oregon State (19),Texas A&M; (14),12,15,19,14
USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,Pittsburgh (9),North Carolina (2),10,14,9,2
USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,Carleton College (1),Pittsburgh (9),11,15,1,9
USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,Oregon (3),North Carolina (2),13,14,3,2
USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,Georgia (6),Carleton College (1),4,15,6,1
USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,Wisconsin (10),Pittsburgh (9),8,15,10,9
USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,Brown (4),Oregon (3),13,15,4,3
USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,Washington (5),North Carolina (2),11,15,5,2
USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,Texas (11),Georgia (6),9,14,11,6
USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,Brown (4),Northwestern (17),15,11,4,17
USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,Massachusetts (8),Washington (5),12,15,8,5
USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,Wisconsin (10),Minnesota (7),13,12,10,7
USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,Auburn (13),Victoria (16),15,14,13,16
USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,William & Mary (14),Georgetown (19),15,11,14,19
USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,Florida State (20),Stanford (12),15,14,20,12
USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,bracket,Maryland (15),Connecticut (18),11,14,15,18
D-I-College-Championships-2019/schedule/Men/CollegeMen/,bracket,North Carolina (1),Brown (2),8,14,1,2
D-I-College-Championships-2019/schedule/Men/CollegeMen/,bracket,North Carolina (1),Cal Poly-SLO (4),15,10,1,4
D-I-College-Championships-2019/schedule/Men/CollegeMen/,bracket,Colorado (5),Brown (2),10,15,5,2
D-I-College-Championships-2019/schedule/Men/CollegeMen/,bracket,Wisconsin (10),North Carolina (1),8,15,10,1
D-I-College-Championships-2019/schedule/Men/CollegeMen/,bracket,Michigan (14),Cal Poly-SLO (4),10,15,14,4
D-I-College-Championships-2019/schedule/Men/CollegeMen/,bracket,Colorado (5),Pittsburgh (3),15,13,5,3
D-I-College-Championships-2019/schedule/Men/CollegeMen/,bracket,Ohio State (8),Brown (2),10,15,8,2
D-I-College-Championships-2019/schedule/Men/CollegeMen/,bracket,Texas (11),Wisconsin (10),11,13,11,10
D-I-College-Championships-2019/schedule/Men/CollegeMen/,bracket,Oregon (6),Michigan (14),12,13,6,14
D-I-College-Championships-2019/schedule/Men/CollegeMen/,bracket,Colorado (5),Georgia (12),12,10,5,12
D-I-College-Championships-2019/schedule/Men/CollegeMen/,bracket,Ohio State (8),Washington (9),14,9,8,9
D-I-College-Championships-2019/schedule/Men/CollegeMen/,bracket,Minnesota (13),Rutgers (20),15,5,13,20
D-I-College-Championships-2019/schedule/Men/CollegeMen/,bracket,Iowa State (18),Victoria (19),12,8,18,19
D-I-College-Championships-2019/schedule/Men/CollegeMen/,bracket,Northeastern (16),California (17),10,9,16,17
D-I-College-Championships-2019/schedule/Men/CollegeMen/,bracket,Tufts (15),North Carolina State (7),15,11,15,7
