Rank,Team,Power Rating,Competition Level,Gender Division,Competition Division,City,State,Wins,Losses,dataset_id,season
202,Colorado Mines ,916,College,Men,Division III,Golden,CO,12,13,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
203,Hamilton ,911,College,Men,Division III,Clinton,NY,13,5,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
204,Navy ,902,College,Men,Division III,Annapolis,MD,9,15,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
205,Princeton ,894,College,Men,Division I,Princeton,NJ,14,14,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
206,North Park ,894,College,Men,Division III,Chicago,IL,9,19,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
207,Queens-Kingston ,889,College,Men,Division I,Kingston,ON,4,7,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
208,SUNY-Buffalo ,888,College,Men,Division I,Buffalo,NY,9,12,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
209,Towson ,885,College,Men,Division I,Towson,MD,7,16,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
210,Colorado-Denver ,884,College,Men,Division I,Denver,CO,9,9,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
211,Sacramento State ,881,College,Men,Division I,Sacramento,CA,4,15,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
212,Rhode Island  ,876,College,Men,Division I,Kingston,RI,5,13,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
213,Mississippi ,867,College,Men,Division I,Oxford,MS,4,20,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
214,Pacific Lutheran ,866,College,Men,Division III,Tacoma,WA,11,12,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
215,Wisconsin-La Crosse ,863,College,Men,Division I,La Crosse,WI,7,6,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
216,Kenyon ,863,College,Men,Division III,Gambier,OH,12,12,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
217,Ball State ,861,College,Men,Division I,Muncie,IN,14,17,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
218,San Jose State ,860,College,Men,Division I,San Jose,CA,5,12,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
219,Florida Tech ,856,College,Men,Division III,Melbourne,FL,7,9,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
220,Brigham Young B ,855,College,Men,Developmental,Provo,UT,6,8,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
221,Sonoma State ,853,College,Men,Division I,Rohnert Park,CA,3,8,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
222,Florida State B ,853,College,Men,Developmental,Tallahassee,FL,13,10,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
223,Oklahoma State ,852,College,Men,Division I,Stillwater,OK,7,6,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
224,Maryland-Baltimore County ,850,College,Men,Division I,Baltimore,MD,7,16,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
225,Yale ,848,College,Men,Division I,New Haven,CT,8,11,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
226,Nebraska ,848,College,Men,Division I,Lincoln,NE,11,8,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
227,SUNY-Fredonia ,843,College,Men,Division III,Fredonia,NY,9,10,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
228,MIT ,840,College,Men,Division I,Cambridge,MA,13,15,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
229,SUNY-Albany ,833,College,Men,Division I,Albany,NY,13,17,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
230,Northern Illinois ,831,College,Men,Division I,Dekalb,IL,6,7,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
231,Northern Iowa ,830,College,Men,Division I,Cedar Falls,IA,11,7,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
232,Stevens Tech ,827,College,Men,Division III,Hoboken,NJ,16,10,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
233,Drake ,826,College,Men,Division III,Des Moines,IA,9,9,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
234,Old Dominion ,822,College,Men,Division I,Norfolk,VA,5,13,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
235,Rochester ,821,College,Men,Division I,Rochester,NY,9,12,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
236,Maine ,821,College,Men,Division I,Orono,ME,2,10,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
237,SUNY-Geneseo ,820,College,Men,Division III,Geneseo,NY,8,11,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
238,Wisconsin-Eau Claire ,820,College,Men,Division I,Eau Claire,WI,11,7,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
239,Cedarville ,803,College,Men,Division III,Cedarville,OH,8,13,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
240,Liberty ,801,College,Men,Division I,Lynchburg,VA,6,13,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
241,Columbia ,798,College,Men,Division I,New York,NY,8,15,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
242,Wooster ,797,College,Men,Division III,Wooster,OH,11,17,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
243,Skidmore ,796,College,Men,Division III,Saratoga Springs,NY,12,9,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
244,Duke ,795,College,Men,Division I,Durham,NC,3,13,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
245,SUNY-Stony Brook ,785,College,Men,Division I,Stony Brook,NY,7,7,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
246,West Virginia ,784,College,Men,Division I,Morgantown,WV,11,15,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
247,Army ,782,College,Men,Division III,West Point,NY,14,12,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
248,Wisconsin-Stevens Point ,782,College,Men,Division I,Stevens Point,WI,9,11,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
249,Charleston ,781,College,Men,Division I,Charleston,SC,4,13,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
250,Xavier ,781,College,Men,Division III,Cincinnati,OH,12,18,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
251,Rensselaer Polytech ,781,College,Men,Division III,Troy,NY,16,10,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
252,Portland State ,780,College,Men,Division I,Portland,OR,6,15,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
253,Humboldt State ,777,College,Men,Division I,Arcata,CA,7,18,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
254,Arizona State B ,777,College,Men,Developmental,Tempe,AZ,11,11,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
255,Johnson ,773,College,Men,Division III,Knoxville,TN,6,8,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
256,Ave Maria ,772,College,Men,Division III,Ave Maria,FL,5,10,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
257,Northern Michigan ,768,College,Men,Division I,Marquette,MI,4,6,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
258,Stonehill ,766,College,Men,Division III,Easton,MA,8,11,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
259,SUNY-Cortland ,762,College,Men,Division III,Cortland,NY,17,24,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
260,Cal Poly-SLO B ,759,College,Men,Developmental,San Luis Obispo,CA,6,5,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
261,Connecticut B ,755,College,Men,Developmental,Storrs,CT,11,6,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
262,College of New Jersey ,753,College,Men,Division III,Ewing,NJ,12,8,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
263,Central Florida B ,750,College,Men,Developmental,Orlando,FL,12,9,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
264,Kentucky ,748,College,Men,Division I,Lexington,KY,10,16,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
265,Macalester ,748,College,Men,Division III,St. Paul,MN,5,5,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
266,Central Arkansas ,742,College,Men,Division I,Little Rock,AR,7,13,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
267,Vassar ,741,College,Men,Division III,Poughkeepsie,NY,6,6,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
268,New Mexico ,741,College,Men,Division I,Albuquerque,NM,8,9,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
269,Louisville ,740,College,Men,Division I,Louisville,KY,7,10,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
270,Tulsa ,738,College,Men,Division III,Tulsa,OK,10,11,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
271,Gonzaga ,736,College,Men,Division I,Spokane,WA,8,8,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
272,Christopher Newport ,729,College,Men,Division III,Newport News,VA,14,3,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
273,Ohio Wesleyan ,726,College,Men,Division III,Delaware,OH,6,15,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
274,Missouri State ,710,College,Men,Division I,Springfield,MO,5,15,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
275,Texas-San Antonio ,708,College,Men,Division I,San Antonio,TX,16,16,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
276,Trine ,701,College,Men,Division III,Angola,IN,6,12,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
277,Boise State ,700,College,Men,Division I,Boise,ID,1,9,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
278,Arkansas State ,696,College,Men,Division I,Jonesboro,AR,5,6,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
279,Luther B ,693,College,Men,Developmental,Decorah,IA,7,13,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
280,Harding ,692,College,Men,Division III,Searcy,AR,6,13,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
281,Ithaca ,688,College,Men,Division III,Ithaca,NY,10,17,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
282,Willamette ,682,College,Men,Division III,Salem,OR,4,12,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
283,North Florida ,681,College,Men,Division I,Jacksonville,FL,0,11,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
284,Muhlenberg ,679,College,Men,Division III,Allentown,PA,9,11,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
285,Caltech ,678,College,Men,Division III,Pasadena,CA,4,8,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
286,Stockton ,678,College,Men,Division I,Galloway,NJ,5,7,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
287,Southern Mississippi ,661,College,Men,Division I,Hattiesburg,MS,5,17,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
288,Catholic ,656,College,Men,Division III,Washington,DC,10,19,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
289,Drexel ,650,College,Men,Division I,Philadelphia,PA,5,18,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
290,East Carolina ,649,College,Men,Division I,Greenville,NC,0,15,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
291,Ohio Northern ,645,College,Men,Division III,Ada,OH,5,7,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
292,Texas A&M C ,638,College,Men,Developmental,College Station,TX,12,14,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
293,St Joseph's ,633,College,Men,Division I,Philadelphia,PA,9,12,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
294,SUNY-Brockport ,632,College,Men,Division I,Brockport,NY,4,7,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
295,Salisbury ,628,College,Men,Division I,Salisbury,MD,3,13,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
296,Washington B ,624,College,Men,Developmental,Seattle,WA,9,17,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
297,Cornell College ,624,College,Men,Division III,Mount Vernon,IA,4,6,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
298,Rowan ,623,College,Men,Division I,Glassboro,NJ,7,13,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
299,Southern Indiana ,620,College,Men,Division I,Evansville,IN,9,15,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
300,Edinboro ,620,College,Men,Division I,Edinboro,PA,9,15,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
301,James Madison B ,617,College,Men,Developmental,Harrisonburg,VA,23,7,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
302,Central Washington ,614,College,Men,Division I,Ellensburg,WA,7,13,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
303,Indiana (Pennsylvania) ,614,College,Men,Division I,Indiana,PA,3,9,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
304,Northern Colorado ,612,College,Men,Division I,Greeley,CO,2,8,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
305,Texas B ,606,College,Men,Developmental,Austin,TX,12,21,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
306,Hartford ,604,College,Men,Division III,West Hartford,CT,9,6,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
307,Southern Methodist  ,603,College,Men,Division I,Dallas,TX,9,14,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
308,Michigan Tech ,602,College,Men,Division III,Houghton,MI,8,10,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
309,Washington University B ,601,College,Men,Developmental,St. Louis,MO,5,15,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
310,Miami (Ohio) ,596,College,Men,Division I,Oxford,OH,8,11,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
311,Rose-Hulman ,592,College,Men,Division III,Terre Haute,IN,7,11,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
312,DePaul ,590,College,Men,Division I,Chicago,IL,6,10,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
313,Swarthmore ,586,College,Men,Division III,Swarthmore,PA,15,14,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
314,Syracuse ,585,College,Men,Division I,Syracuse,NY,5,11,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
315,Seattle ,570,College,Men,Division I,Seattle ,WA,5,7,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
316,Bradley ,563,College,Men,Division III,Peoria,IL,7,12,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
317,St Olaf ,561,College,Men,Division III,Northfield,MN,9,10,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
318,Worcester Polytech ,556,College,Men,Division III,Worcester,MA,6,7,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
319,Dickinson ,554,College,Men,Division III,Carlisle,PA,6,13,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
320,Milwaukee School of Engineering ,549,College,Men,Division III,Milwaukee,WI,5,5,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
321,Illinois B ,544,College,Men,Developmental,Champaign,IL,8,12,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
322,Purdue B ,531,College,Men,Developmental,West Lafayette,IN,6,6,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
323,Westmont ,524,College,Men,Division III,Santa Barbara,CA,2,18,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
324,Trinity ,519,College,Men,Division III,San Antonio,TX,8,12,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
325,Saint Rose ,513,College,Men,Division III,Albany,NY,9,10,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
326,North Texas ,507,College,Men,Division I,Denton,TX,3,13,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
327,Texas A&M (Commerce) ,500,College,Men,Division I,Commerce,TX,4,7,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
328,Millersville ,490,College,Men,Division I,Millersville,PA,3,11,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
329,North Carolina-Wilmington B ,490,College,Men,Developmental,Wilmington,NC,15,8,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
330,Cornell B ,486,College,Men,Developmental,Ithaca,NY,11,11,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
331,Harvard B ,477,College,Men,Developmental,Cambridge,MA,9,2,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
332,North Greenville ,469,College,Men,Division III,Tigerville,SC,1,10,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
333,Lehigh B ,454,College,Men,Division III,Bethlehem,PA,16,8,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
334,Dallas ,453,College,Men,Division III,Irving,TX,4,7,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
335,Northeastern B ,447,College,Men,Developmental,Boston,MA,10,5,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
336,Stephen F. Austin ,445,College,Men,Division I,Nacogdoches,TX,2,8,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
337,Western Washington B ,406,College,Men,Developmental,Bellingham,WA,7,13,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
338,Maine-Farmington ,398,College,Men,Division III,Farmington,ME,5,14,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
339,Virginia Tech B ,398,College,Men,Developmental,Blacksburg,VA,13,7,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
340,Kent State ,391,College,Men,Division I,Kent,OH,5,14,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
341,Marist ,387,College,Men,Division III,Poughkeepsie,NY,6,18,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
342,LSU B ,385,College,Men,Developmental,Baton Rouge,LA,6,14,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
343,SUNY-Oneonta ,385,College,Men,Division III,Oneonta,NY,7,12,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
344,Youngstown State ,384,College,Men,Division I,Youngstown,OH,3,8,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
345,Massachusetts-Lowell ,383,College,Men,Division I,Lowell,MA,1,12,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
346,Iowa State B ,379,College,Men,Developmental,Ames,IA,2,8,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
347,Notre Dame B ,378,College,Men,Developmental,Notre Dame,IN,4,7,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
348,Northwestern B ,377,College,Men,Developmental,Evanston,IL,4,17,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
349,Arkansas B ,376,College,Men,Developmental,Fayetteville,AR,4,16,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
350,Maryland B ,366,College,Men,Developmental,College Park,MD,18,13,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
351,St Thomas ,365,College,Men,Division III,St. Paul,MN,4,9,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
352,Emerson ,353,College,Men,Division III,Boston,MA,7,15,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
353,Hendrix ,352,College,Men,Division III,Conway,AR,3,12,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
354,Michigan State B ,345,College,Men,Developmental,East Lansing,MI,5,8,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
355,Lamar ,339,College,Men,Division I,Beaumont,TX,5,9,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
356,California-Irvine ,331,College,Men,Division I,Irvine,CA,0,10,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
357,Wesleyan ,326,College,Men,Division III,Middletown,CT,4,11,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
358,Keene State ,318,College,Men,Division III,Keene,NH,3,7,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
359,Belmont  ,314,College,Men,Division III,Nashville,TN,2,16,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
360,Virginia B ,308,College,Men,Developmental,Charlottesville,VA,16,11,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
361,Vermont B ,300,College,Men,Developmental,Burlington,VT,2,12,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
362,Hofstra ,299,College,Men,Division I,Hempstead,NY,6,13,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
363,Le Moyne ,297,College,Men,Division III,Syracuse,NY,6,12,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
364,Sam Houston State ,278,College,Men,Division I,Huntsville,TX,4,19,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
365,Denison ,272,College,Men,Division III,Granville,OH,2,12,D97nl6Hr63Ip0qKyPyFqnf%2bCzVCqonUm8mMti7DMikA%3d,2016_college
