Rank,Team,Power Rating,Competition Level,Gender Division,Competition Division,City,State,Wins,Losses,dataset_id,season
160,Rice ,1052,College,Men,Division III,Houston,TX,10,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
161,Rhode Island  ,1048,College,Men,Division I,Kingston,RI,15,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
162,Kentucky ,1044,College,Men,Division I,Lexington,KY,14,19,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
163,Occidental ,1039,College,Men,Division III,Los Angeles,CA,11,11,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
164,Humboldt State ,1038,College,Men,Division I,Arcata,CA,13,17,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
165,SUNY-Buffalo ,1030,College,Men,Division I,Buffalo,NY,11,14,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
166,California-Santa Cruz ,1029,College,Men,Division I,Santa Cruz,CA,7,16,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
167,North Texas ,1028,College,Men,Division I,Denton,TX,17,21,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
168,Wesleyan ,1022,College,Men,Division III,Middletown,CT,16,6,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
169,Oklahoma State ,1017,College,Men,Division I,Stillwater,OK,11,11,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
170,Toronto ,1014,College,Men,Division I,"Toronto, ON",Ontario,7,3,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
171,Missouri ,1013,College,Men,Division I,Columbia,MO,14,16,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
172,Queens-Kingston ,1012,College,Men,Division I,Kingston,ON,3,2,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
173,Texas-Dallas ,1009,College,Men,Division I,Richardson,TX,14,9,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
174,Lewis & Clark ,1007,College,Men,Division III,Portland,OR,11,7,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
175,Alabama-Birmingham ,1006,College,Men,Division I,Birmingham,AL,11,23,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
176,Pennsylvania ,1005,College,Men,Division I,Philadelphia,PA,12,29,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
177,Michigan B ,1000,College,Men,Developmental,Ann Arbor,MI,10,3,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
178,Pittsburgh B ,998,College,Men,Developmental,Pittsburgh,PA,22,9,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
179,Macalester ,995,College,Men,Division III,St. Paul,MN,15,8,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
180,Drexel ,988,College,Men,Division I,Philadelphia,PA,14,14,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
181,Northern Arizona ,979,College,Men,Division I,Flagstaff,AZ,5,9,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
182,Edinboro ,978,College,Men,Division I,Edinboro,PA,15,16,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
183,San Jose State ,974,College,Men,Division I,San Jose,CA,9,15,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
184,Rochester ,971,College,Men,Division I,Rochester,NY,13,11,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
185,Mississippi State ,971,College,Men,Division I,Starkville,MS,14,18,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
186,Swarthmore ,970,College,Men,Division III,Swarthmore,PA,23,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
187,Cedarville ,969,College,Men,Division III,Cedarville,OH,14,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
188,Florida Tech ,969,College,Men,Division III,Melbourne,FL,15,7,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
189,Connecticut College ,969,College,Men,Division III,New London,CT,14,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
190,SUNY-Geneseo ,967,College,Men,Division III,Geneseo,NY,19,6,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
191,Elon ,961,College,Men,Division III,Elon,NC,7,16,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
192,American ,960,College,Men,Division I,Washington,DC,15,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
193,Vanderbilt ,957,College,Men,Division I,Nashville,TN,12,11,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
194,SUNY-Stony Brook ,952,College,Men,Division I,Stony Brook,NY,11,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
195,Kalamazoo ,949,College,Men,Division III,Kalamazoo,MI,10,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
196,East Carolina ,949,College,Men,Division I,Greenville,NC,8,19,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
197,Boise State ,947,College,Men,Division I,Boise,ID,7,8,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
198,North Georgia ,947,College,Men,Division III,Dahlonega,GA,15,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
199,Tufts B ,941,College,Men,Developmental,Medford,MA,6,3,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
200,Colorado School of Mines ,940,College,Men,Division III,Golden,CO,12,16,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
201,Northern Iowa ,938,College,Men,Division I,Cedar Falls,IA,12,7,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
202,Central Florida B ,938,College,Men,Developmental,Orlando,FL,16,3,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
203,Boston University ,934,College,Men,Division I,Boston,MA,8,16,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
204,Western Michigan ,931,College,Men,Division I,Kalamazoo,MI,9,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
205,Whitworth ,929,College,Men,Division III,Spokane,WA,15,9,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
206,SUNY-Binghamton ,924,College,Men,Division I,Binghamton,NY,11,11,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
207,Kansas State ,918,College,Men,Division I,Manhattan,KS,12,17,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
208,Las Positas ,918,College,Men,Division I,Livermore,CA,3,8,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
209,Wooster ,918,College,Men,Division III,Wooster,OH,11,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
210,Georgia State ,916,College,Men,Division I,Atlanta,GA,6,17,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
211,Wentworth Institute of Technology  ,915,College,Men,Division III,Boston,MA,11,14,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
212,Valparaiso ,914,College,Men,Division III,Valparaiso,IN,17,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
213,Texas Christian ,910,College,Men,Division I,Fort Worth,TX,16,11,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
214,Maryland-Baltimore County ,905,College,Men,Division I,Baltimore,MD,3,11,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
215,North Dakota State ,900,College,Men,Division I,Fargo,ND,3,3,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
216,Miami ,896,College,Men,Division I,Coral Gables,FL,13,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
217,SUNY-Fredonia ,894,College,Men,Division III,Fredonia,NY,14,11,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
218,Columbia ,894,College,Men,Division I,New York,NY,6,11,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
219,Syracuse ,893,College,Men,Division I,Syracuse,NY,14,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
220,Oberlin ,890,College,Men,Division III,Oberlin,OH,12,15,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
221,Georgia B ,889,College,Men,Developmental,Athens,GA,12,3,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
222,Colby ,887,College,Men,Division III,Waterville,ME,4,11,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
223,Towson ,872,College,Men,Division I,Towson,MD,7,16,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
224,Dayton ,868,College,Men,Division I,Dayton,OH,12,7,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
225,Colorado-Denver ,865,College,Men,Division I,Denver,CO,10,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
226,Truman State ,864,College,Men,Division III,Kirksville,MO,10,19,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
227,Xavier ,862,College,Men,Division III,Cincinnati,OH,15,17,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
228,Eastern Illinois ,861,College,Men,Division III,Charleston,IL,16,17,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
229,Wisconsin B ,853,College,Men,Developmental,Madison,WI,11,14,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
230,Minnesota State-Mankato ,842,College,Mixed,Division I,Mankato,MN,5,9,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
231,Utah Valley University ,840,College,Men,Division I,Orem,UT,2,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
232,Worcester Polytech ,840,College,Men,Division III,Worcester,MA,5,8,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
233,Cal State-Long Beach ,835,College,Men,Division I,Long Beach,CA,1,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
234,Houston ,832,College,Men,Division I,Houston,TX,12,6,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
235,Western Carolina ,829,College,Men,Division I,Cullowhee,NC,3,4,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
236,Wisconsin-Stevens Point ,823,College,Men,Division I,Stevens Point,WI,5,8,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
237,Nebraska ,821,College,Men,Division I,Lincoln,NE,6,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
238,Claremont ,819,College,Men,Division III,Claremont ,CA,5,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
239,Puget Sound ,819,College,Men,Division III,Tacoma,WA,12,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
240,Winona State ,819,College,Men,Division I,Winona,MN,6,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
241,Missouri State ,813,College,Men,Division I,Springfield,MO,12,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
242,Ithaca ,813,College,Men,Division III,Ithaca,NY,13,17,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
243,St Olaf ,806,College,Men,Division III,Northfield,MN,11,14,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
244,Sonoma State ,802,College,Men,Division I,Rohnert Park,CA,5,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
245,Belmont  ,795,College,Men,Division III,Nashville,TN,5,6,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
246,Olivet Nazarene ,789,College,Men,Division III,Bourbonnais,IL,13,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
247,Delaware B ,780,College,Men,Developmental,Newark,DE,21,4,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
248,North Florida ,779,College,Men,Division I,Jacksonville,FL,1,15,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
249,Berry ,767,College,Men,Division III,Rome,GA,8,16,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
250,Cal State-Fullerton  ,765,College,Men,Division I,Fullerton,CA,1,4,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
251,Harding ,763,College,Men,Division III,Searcy,AR,9,11,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
252,Samford ,762,College,Men,Division III,Birmingham,AL,8,20,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
253,Central Arkansas ,761,College,Men,Division I,Fort Smith,AR,10,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
254,Christopher Newport ,757,College,Men,Division III,Newport News,VA,10,14,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
255,Washington State ,756,College,Men,Division I,Pullman,WA,5,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
256,RIT ,754,College,Men,Division I,Rochester,NY,5,14,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
257,Catholic ,752,College,Men,Division III,Washington,DC,15,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
258,Southern Indiana ,752,College,Men,Division I,Evansville,IN,9,9,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
259,Yale ,750,College,Men,Division I,New Haven,CT,6,7,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
260,Stockton ,749,College,Men,Division I,Galloway,NJ,3,8,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
261,Stevens Tech ,743,College,Men,Division III,Hoboken,NJ,12,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
262,Sul Ross State ,736,College,Men,Division III,Alpine,TX,2,4,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
263,Maine ,736,College,Men,Division I,Orono,ME,0,6,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
264,Idaho ,734,College,Men,Division I,Moscow,ID,5,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
265,Drake ,733,College,Men,Division III,Des Moines,IA,15,11,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
266,Washington B ,731,College,Men,Division I,Seattle,WA,12,16,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
267,Colgate ,726,College,Men,Division III,Hamilton,NY,11,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
268,Indiana Wesleyan ,725,College,Men,Division III,Marion,IN,9,14,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
269,Gonzaga ,724,College,Men,Division I,Spokane,WA,6,7,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
270,Cal Poly-SLO B ,723,College,Men,Developmental,San Luis Obispo,CA,8,0,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
271,East Tennessee State ,722,College,Men,Division I,Johnson City,TN,1,14,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
272,Radford ,716,College,Men,Division I,Radford,VA,1,7,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
273,Rensselaer Polytech ,714,College,Men,Division III,Troy,NY,8,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
274,Rhodes ,709,College,Men,Division III,Memphis,TN,2,4,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
275,Bradley ,707,College,Men,Division III,Peoria,IL,12,19,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
276,Arkansas State ,701,College,Men,Division I,Jonesboro,AR,12,7,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
277,Virginia Tech B ,692,College,Men,Developmental,Blacksburg,VA,12,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
278,Emerson ,688,College,Men,Division III,Boston,MA,4,11,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
279,Hartford ,685,College,Men,Division III,West Hartford,CT,8,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
280,North Greenville ,681,College,Men,Division III,Tigerville,SC,4,3,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
281,Loyola-Chicago ,673,College,Men,Division I,Chicago,IL,5,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
282,Ball State ,667,College,Men,Division I,Muncie,IN,10,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
283,North Park ,663,College,Men,Division III,Chicago,IL,9,14,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
284,New Haven ,662,College,Men,Division III,West Haven,CT,7,7,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
285,Wisconsin- La Crosse ,661,College,Men,Division I,La Crosse,WI,11,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
286,Midwestern State ,658,College,Men,Division III,Wichita Falls,TX,6,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
287,Pacific Lutheran ,657,College,Men,Division III,Parkland,WA,6,11,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
288,Philadelphia ,655,College,Men,Division III,Philadelphia,PA,10,17,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
289,Vermont B ,651,College,Men,Developmental,Burlington,VT,1,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
290,Trine ,649,College,Men,Division III,Angola,IN,8,7,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
291,Rowan ,648,College,Men,Division I,Glassboro,NJ,6,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
292,California-Irvine ,647,College,Men,Division I,Irvine,CA,2,11,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
293,St Thomas ,640,College,Men,Division III,St. Paul,MN,8,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
294,Roger Williams ,638,College,Men,Division III,Bristol,RI,0,6,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
295,Maryland B ,637,College,Men,Developmental,College Park,MD,11,7,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
296,Texas-San Antonio ,630,College,Men,Division I,San Antonio,TX,14,17,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
297,Kenyon ,626,College,Men,Division III,Gambier,OH,1,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
298,Wake Forest ,625,College,Men,Division I,Winston-Salem,NC,1,14,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
299,West Virginia ,623,College,Men,Division I,Morgantown,WV,7,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
300,James Madison B ,622,College,Men,Developmental,Harrisonburg,VA,14,11,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
301,SUNY-Cortland ,622,College,Men,Division III,Cortland,NY,13,26,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
302,Florida B ,620,College,Men,Developmental,Gainesville,FL,7,9,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
303,Denver ,608,College,Men,Division I,Denver,CO,6,15,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
304,California B ,602,College,Men,Developmental,Berkeley,CA,9,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
305,Miami (Ohio) ,602,College,Men,Division I,Oxford,OH,5,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
306,DePaul ,599,College,Men,Division I,Chicago,IL,6,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
307,Marist ,596,College,Men,Division III,Poughkeepsie,NY,8,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
308,California-Davis B ,595,College,Men,Developmental,Davis,CA,5,2,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
309,Georgia Gwinnett ,594,College,Men,Division I,Lawrenceville,GA,4,17,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
310,Sacramento State ,593,College,Men,Division I,Sacramento,CA,2,9,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
311,Ohio Northern ,593,College,Men,Division III,Ada,OH,4,6,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
312,Dickinson ,593,College,Men,Division III,Carlisle,PA,9,9,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
313,College of New Jersey ,590,College,Men,Division III,Ewing,NJ,8,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
314,Clark ,587,College,Men,Division III,Worcester,MA,2,4,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
315,SUNY-Brockport ,584,College,Men,Division I,Brockport,NY,2,7,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
316,Susquehanna  ,582,College,Men,Division III,Selinsgrove,PA,11,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
317,Connecticut B ,580,College,Men,Developmental,Storrs,CT,14,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
318,Memphis ,578,College,Men,Division I,Memphis,TN,2,7,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
319,Arizona State B ,576,College,Men,Developmental,Tempe,AZ,9,9,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
