year,event,table,Date,Time,home_team,away_team,home_score,away_score
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool A Schedule & Scores,Fri 5/25,10:30 AM,Carleton College (1),Massachusetts (8),15,6
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool A Schedule & Scores,Fri 5/25,10:30 AM,Stanford (12),Auburn (13),7,14
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool A Schedule & Scores,Fri 5/25,2:30 PM,Massachusetts (8),Auburn (13),15,8
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool A Schedule & Scores,Fri 5/25,2:30 PM,Stanford (12),Northwestern (17),10,15
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool A Schedule & Scores,Fri 5/25,4:30 PM,Carleton College (1),Northwestern (17),15,8
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool A Schedule & Scores,Sat 5/26,8:30 AM,Carleton College (1),Stanford (12),12,10
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool A Schedule & Scores,Sat 5/26,8:30 AM,Massachusetts (8),Northwestern (17),15,12
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool A Schedule & Scores,Sat 5/26,12:30 PM,Carleton College (1),Auburn (13),15,6
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool A Schedule & Scores,Sat 5/26,12:30 PM,Massachusetts (8),Stanford (12),15,7
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool A Schedule & Scores,Sat 5/26,2:30 PM,Auburn (13),Northwestern (17),10,12
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool B Schedule & Scores,Fri 5/25,8:30 AM,North Carolina (2),Connecticut (18),15,8
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool B Schedule & Scores,Fri 5/25,8:30 AM,Minnesota (7),William & Mary (14),15,8
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool B Schedule & Scores,Fri 5/25,12:30 PM,North Carolina (2),Minnesota (7),15,4
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool B Schedule & Scores,Fri 5/25,12:30 PM,Texas (11),William & Mary (14),13,9
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool B Schedule & Scores,Fri 5/25,4:30 PM,Texas (11),Connecticut (18),15,11
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool B Schedule & Scores,Sat 5/26,10:30 AM,North Carolina (2),Texas (11),15,8
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool B Schedule & Scores,Sat 5/26,10:30 AM,Minnesota (7),Connecticut (18),15,8
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool B Schedule & Scores,Sat 5/26,12:30 PM,William & Mary (14),Connecticut (18),13,14
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool B Schedule & Scores,Sat 5/26,2:30 PM,Minnesota (7),Texas (11),10,13
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool B Schedule & Scores,Sat 5/26,2:30 PM,North Carolina (2),William & Mary (14),11,13
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool C Schedule & Scores,Fri 5/25,10:30 AM,Georgia (6),Maryland (15),14,13
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool C Schedule & Scores,Fri 5/25,10:30 AM,Wisconsin (10),Georgetown (19),12,8
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool C Schedule & Scores,Fri 5/25,2:30 PM,Oregon (3),Georgia (6),15,7
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool C Schedule & Scores,Fri 5/25,2:30 PM,Wisconsin (10),Maryland (15),11,10
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool C Schedule & Scores,Fri 5/25,4:30 PM,Oregon (3),Georgetown (19),15,6
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool C Schedule & Scores,Sat 5/26,8:30 AM,Maryland (15),Georgetown (19),11,13
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool C Schedule & Scores,Sat 5/26,10:30 AM,Oregon (3),Wisconsin (10),15,8
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool C Schedule & Scores,Sat 5/26,10:30 AM,Georgia (6),Georgetown (19),13,12
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool C Schedule & Scores,Sat 5/26,2:30 PM,Oregon (3),Maryland (15),11,15
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool C Schedule & Scores,Sat 5/26,2:30 PM,Georgia (6),Wisconsin (10),10,15
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool D Schedule & Scores,Fri 5/25,8:30 AM,Washington (5),Victoria (16),15,11
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool D Schedule & Scores,Fri 5/25,8:30 AM,Pittsburgh (9),Florida State (20),15,9
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool D Schedule & Scores,Fri 5/25,12:30 PM,Brown (4),Florida State (20),15,6
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool D Schedule & Scores,Fri 5/25,12:30 PM,Pittsburgh (9),Victoria (16),14,8
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool D Schedule & Scores,Fri 5/25,4:30 PM,Brown (4),Washington (5),12,14
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool D Schedule & Scores,Sat 5/26,8:30 AM,Brown (4),Pittsburgh (9),14,12
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool D Schedule & Scores,Sat 5/26,8:30 AM,Victoria (16),Florida State (20),12,15
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool D Schedule & Scores,Sat 5/26,10:30 AM,Washington (5),Florida State (20),14,11
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool D Schedule & Scores,Sat 5/26,12:30 PM,Brown (4),Victoria (16),15,8
2018,USA-Ultimate-D-I-College-Championships-2018/schedule/Men/CollegeMen/,Pool D Schedule & Scores,Sat 5/26,12:30 PM,Washington (5),Pittsburgh (9),11,15
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool A Schedule & Scores,Fri 5/24,10:00 AM,North Carolina (1),Ohio State (8),15,8
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool A Schedule & Scores,Fri 5/24,10:00 AM,Georgia (12),Minnesota (13),13,9
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool A Schedule & Scores,Fri 5/24,2:00 PM,Ohio State (8),Minnesota (13),8,10
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool A Schedule & Scores,Fri 5/24,2:00 PM,Georgia (12),California (17),10,8
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool A Schedule & Scores,Fri 5/24,4:00 PM,North Carolina (1),California (17),15,4
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool A Schedule & Scores,Sat 5/25,8:00 AM,North Carolina (1),Georgia (12),15,6
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool A Schedule & Scores,Sat 5/25,8:00 AM,Ohio State (8),California (17),14,8
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool A Schedule & Scores,Sat 5/25,12:00 PM,North Carolina (1),Minnesota (13),15,9
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool A Schedule & Scores,Sat 5/25,12:00 PM,Ohio State (8),Georgia (12),14,8
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool A Schedule & Scores,Sat 5/25,2:00 PM,Minnesota (13),California (17),12,8
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool B Schedule & Scores,Fri 5/24,8:00 AM,Brown (2),Iowa State (18),15,11
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool B Schedule & Scores,Fri 5/24,8:00 AM,North Carolina State (7),Michigan (14),14,15
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool B Schedule & Scores,Fri 5/24,12:00 PM,Brown (2),North Carolina State (7),15,8
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool B Schedule & Scores,Fri 5/24,12:00 PM,Texas (11),Michigan (14),15,7
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool B Schedule & Scores,Fri 5/24,4:00 PM,Texas (11),Iowa State (18),15,7
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool B Schedule & Scores,Sat 5/25,10:00 AM,Brown (2),Texas (11),11,7
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool B Schedule & Scores,Sat 5/25,10:00 AM,North Carolina State (7),Iowa State (18),15,13
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool B Schedule & Scores,Sat 5/25,12:00 PM,Michigan (14),Iowa State (18),15,14
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool B Schedule & Scores,Sat 5/25,2:00 PM,North Carolina State (7),Texas (11),13,14
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool B Schedule & Scores,Sat 5/25,2:00 PM,Brown (2),Michigan (14),15,7
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool C Schedule & Scores,Fri 5/24,10:00 AM,Oregon (6),Tufts (15),15,8
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool C Schedule & Scores,Fri 5/24,10:00 AM,Wisconsin (10),Victoria (19),15,6
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool C Schedule & Scores,Fri 5/24,2:00 PM,Pittsburgh (3),Oregon (6),14,12
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool C Schedule & Scores,Fri 5/24,2:00 PM,Wisconsin (10),Tufts (15),9,8
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool C Schedule & Scores,Fri 5/24,4:00 PM,Pittsburgh (3),Victoria (19),9,14
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool C Schedule & Scores,Sat 5/25,8:00 AM,Tufts (15),Victoria (19),10,13
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool C Schedule & Scores,Sat 5/25,10:00 AM,Pittsburgh (3),Wisconsin (10),15,13
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool C Schedule & Scores,Sat 5/25,10:00 AM,Oregon (6),Victoria (19),15,10
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool C Schedule & Scores,Sat 5/25,2:00 PM,Pittsburgh (3),Tufts (15),12,5
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool C Schedule & Scores,Sat 5/25,2:00 PM,Oregon (6),Wisconsin (10),12,9
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool D Schedule & Scores,Fri 5/24,8:00 AM,Colorado (5),Northeastern (16),15,11
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool D Schedule & Scores,Fri 5/24,8:00 AM,Washington (9),Rutgers (20),15,10
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool D Schedule & Scores,Fri 5/24,12:00 PM,Cal Poly-SLO (4),Rutgers (20),15,4
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool D Schedule & Scores,Fri 5/24,12:00 PM,Washington (9),Northeastern (16),14,11
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool D Schedule & Scores,Fri 5/24,4:00 PM,Cal Poly-SLO (4),Colorado (5),13,10
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool D Schedule & Scores,Sat 5/25,8:00 AM,Cal Poly-SLO (4),Washington (9),15,10
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool D Schedule & Scores,Sat 5/25,8:00 AM,Northeastern (16),Rutgers (20),15,7
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool D Schedule & Scores,Sat 5/25,10:00 AM,Colorado (5),Rutgers (20),14,8
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool D Schedule & Scores,Sat 5/25,12:00 PM,Cal Poly-SLO (4),Northeastern (16),8,14
2019,D-I-College-Championships-2019/schedule/Men/CollegeMen/,Pool D Schedule & Scores,Sat 5/25,12:00 PM,Colorado (5),Washington (9),14,13
